sale_id,product_id,sale_date,quantity,unit_price,customer_type,created_at
5a06fcc9-27f3-4855-94d2-5863dbcac58c,961678d3-9942-4d57-9dbc-ee7839a71f76,2026-05-06,2.0,258.75,Retail,2026-05-06T16:59:27.391Z
86c9f178-8a3d-4f32-ba92-c221ebe00ecf,961678d3-9942-4d57-9dbc-ee7839a71f76,2026-05-13,35.0,219.94,Wholesale,2026-05-13T16:59:27.391Z
6dfa0709-14d4-4f20-8ae1-8a6b7173e99d,961678d3-9942-4d57-9dbc-ee7839a71f76,2026-06-23,27.0,219.94,Wholesale,2026-06-23T16:59:27.391Z
183af5d2-d6fa-462b-a20b-5090b7f87f1a,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-07-24,30.0,907.56,Wholesale,2025-07-24T16:59:27.391Z
1efb32fd-50bc-4712-a4a3-616f0394875e,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-08-28,4.0,1067.72,Retail,2025-08-28T16:59:27.391Z
80d27f16-2ea0-4df1-93c5-a96407392b03,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-10-02,40.875,907.56,Wholesale,2025-10-02T16:59:27.391Z
c6e8b259-eb07-4cf5-935d-f7f14881d677,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-10-03,4.0,1067.72,Retail,2025-10-03T16:59:27.391Z
d48f575d-1dac-4788-ad6c-6cd4e5db6f00,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-11-20,7.0,1067.72,Retail,2025-11-20T16:59:27.391Z
021d2659-34c3-4c70-ba88-59083a245847,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-11-25,8.0,1067.72,Retail,2025-11-25T16:59:27.391Z
86cdf69e-8b4e-46e9-9cbc-e3c7e343592f,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-11-26,8.0,1067.72,Retail,2025-11-26T16:59:27.391Z
97e305c3-6380-4fa8-a4ed-27103489577c,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-12-20,33.0,907.56,Wholesale,2025-12-20T16:59:27.391Z
058d5d76-15a9-45fc-9b6f-cbd3e34c690b,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-01-26,3.0,1067.72,Retail,2026-01-26T16:59:27.391Z
aa211742-00b7-4f97-9ae9-050524c11617,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-02-03,9.0,1067.72,Retail,2026-02-03T16:59:27.391Z
06061f6d-9ebb-4baf-a11d-eae925c45291,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-02-21,30.0,907.56,Wholesale,2026-02-21T16:59:27.391Z
0553c4e0-2252-4368-a46f-cc8ae582dabe,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-03-13,2.0,1067.72,Retail,2026-03-13T16:59:27.391Z
1b838833-3af8-4f0e-9297-055c50599199,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-03-16,10.0,1067.72,Retail,2026-03-16T16:59:27.391Z
d6f35e56-18ad-4a01-8df4-ec664cb7b2dc,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-03-23,4.0,1067.72,Retail,2026-03-23T16:59:27.391Z
305c76b7-f50f-4b5c-a891-c2569728bce5,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-04-02,10.0,1067.72,Retail,2026-04-02T16:59:27.391Z
ebc40389-978b-44a4-b850-a591adbe520c,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-05-01,17.0,907.56,Wholesale,2026-05-01T16:59:27.391Z
21aed71b-59ae-46cf-a48e-ca74beb677f7,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-06-03,3.0,1067.72,Retail,2026-06-03T16:59:27.391Z
ae02fee6-6608-4e25-b68f-14539754369c,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-06-17,4.0,1067.72,Retail,2026-06-17T16:59:27.391Z
30ca36f3-0ec8-498c-9db9-781eba566a37,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-06-26,6.0,1067.72,Retail,2026-06-26T16:59:27.391Z
f78bf624-f6cb-4b8c-8582-d1de913e9a21,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-08,40.875,119.98,Wholesale,2025-08-08T16:59:27.391Z
4b8ce124-b69b-4d7d-89ce-912913a3bf22,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-14,27.0,119.98,Wholesale,2025-08-14T16:59:27.391Z
7eb228b6-0610-4adb-bf85-18cbd6a1aa2b,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-20,28.0,119.98,Wholesale,2025-08-20T16:59:27.391Z
63da6632-2976-44d1-82ee-851b42380528,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-28,1.0,141.15,Retail,2025-08-28T16:59:27.391Z
ae4ab61c-ede9-4e77-bc51-24cadb637ff3,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-09-24,40.875,119.98,Wholesale,2025-09-24T16:59:27.391Z
e78b54f8-ccc4-48bc-bcf3-040892d49d2d,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-10-26,1.0,141.15,Retail,2025-10-26T16:59:27.391Z
8922e805-5587-44c9-8453-b85b348b54e2,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-11-14,8.0,141.15,Retail,2025-11-14T16:59:27.391Z
0f5d59e1-afe1-477e-8ba0-392978a6e728,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-12-01,9.0,141.15,Retail,2025-12-01T16:59:27.391Z
a1b86845-c66c-4da7-9d5f-bf8a9954b7cc,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-01-20,9.0,141.15,Retail,2026-01-20T16:59:27.391Z
cc925775-4589-4988-96da-5f3086bb7355,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-01-31,7.0,141.15,Retail,2026-01-31T16:59:27.391Z
a828fb1d-40b8-49f3-96ef-5d64102bf35f,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-02-23,2.0,141.15,Retail,2026-02-23T16:59:27.391Z
56b5be45-bb84-4e22-b1a0-5f74b8809cf4,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-02-26,10.0,141.15,Retail,2026-02-26T16:59:27.391Z
b50a9b2f-b795-480c-9af9-01161e11ce77,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-04-03,8.0,141.15,Retail,2026-04-03T16:59:27.391Z
f3c3dc06-2109-412a-acdc-464cd73c13ff,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-04-05,40.875,119.98,Wholesale,2026-04-05T16:59:27.391Z
9e6bbec7-2b49-4d1f-9676-335b3c0143db,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-04-17,1.0,141.15,Retail,2026-04-17T16:59:27.391Z
7be733a3-7f3e-4a0f-9070-119239573067,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-05-04,33.0,119.98,Wholesale,2026-05-04T16:59:27.391Z
c49fd0bb-8601-45c1-b71c-92e322969c5f,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-05-23,9.0,141.15,Retail,2026-05-23T16:59:27.391Z
26adafad-9f86-4412-a23b-09bfa6443cd5,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-08,40.875,119.98,Wholesale,2026-06-08T16:59:27.391Z
506ef450-91ae-426a-95ab-28141e34d587,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-21,8.0,141.15,Retail,2026-06-21T16:59:27.391Z
72b6bac2-d9b6-40cd-a042-12e4e62727ed,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-22,10.0,141.15,Retail,2026-06-22T16:59:27.391Z
fa688c9d-b977-4496-94c9-1c65168e8a98,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-28,7.0,141.15,Retail,2026-06-28T16:59:27.391Z
4ddb2c6c-952c-4bf8-a424-f9a085b85bfd,a4a28959-b574-441e-ac27-51b17d7e096a,2025-07-15,9.0,1817.61,Retail,2025-07-15T16:59:27.391Z
5f2381eb-a591-4f77-ae18-e9f28a481cbc,a4a28959-b574-441e-ac27-51b17d7e096a,2025-07-23,3.0,1817.61,Retail,2025-07-23T16:59:27.391Z
2972f435-4613-427e-8fb0-e37819f61472,a4a28959-b574-441e-ac27-51b17d7e096a,2025-08-09,40.875,1544.97,Wholesale,2025-08-09T16:59:27.391Z
a9039b5a-8264-4dd7-b30f-c1506afc75d1,a4a28959-b574-441e-ac27-51b17d7e096a,2025-08-16,7.0,1817.61,Retail,2025-08-16T16:59:27.391Z
0cd34da9-d4e9-4bfb-b254-ee546ef23520,a4a28959-b574-441e-ac27-51b17d7e096a,2025-10-04,5.0,1817.61,Retail,2025-10-04T16:59:27.391Z
a86142ef-6ed8-4ea9-a562-cd46ff3f1fa6,a4a28959-b574-441e-ac27-51b17d7e096a,2025-10-22,6.0,1817.61,Retail,2025-10-22T16:59:27.391Z
4a0815ac-9adf-4588-8e24-46423e11ecc5,a4a28959-b574-441e-ac27-51b17d7e096a,2025-11-11,6.0,1817.61,Retail,2025-11-11T16:59:27.391Z
7627fc74-cfc2-4464-8d98-602afbf5a66f,a4a28959-b574-441e-ac27-51b17d7e096a,2025-11-24,2.0,1817.61,Retail,2025-11-24T16:59:27.391Z
4eaa7d5d-4709-48c2-8be7-b67cc107e688,a4a28959-b574-441e-ac27-51b17d7e096a,2025-11-30,6.0,1817.61,Retail,2025-11-30T16:59:27.391Z
2cf2c033-9b7e-46a2-8c30-84f863a5bf77,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-03,19.0,1544.97,Wholesale,2025-12-03T16:59:27.391Z
c611612e-ec46-4d0b-9236-1dbc08bc1632,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-06,3.0,1817.61,Retail,2025-12-06T16:59:27.391Z
d6beaaaf-06a5-40d4-9c62-129c7dfe105e,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-09,40.0,1544.97,Wholesale,2025-12-09T16:59:27.391Z
95e6da60-f99c-451c-a3e7-edf0dd5dca9e,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-15,26.0,1544.97,Wholesale,2025-12-15T16:59:27.391Z
b45cdd95-6980-40d4-89d1-64d86d3d90fb,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-21,4.0,1817.61,Retail,2025-12-21T16:59:27.391Z
b8bf7305-b162-44fc-8959-64a27254aaa3,a4a28959-b574-441e-ac27-51b17d7e096a,2026-01-08,10.0,1817.61,Retail,2026-01-08T16:59:27.391Z
15a98362-d353-4d3c-b1cf-2317f982615b,a4a28959-b574-441e-ac27-51b17d7e096a,2026-02-19,3.0,1817.61,Retail,2026-02-19T16:59:27.391Z
efe3dabd-2848-48b7-9e9c-84100f8065ab,a4a28959-b574-441e-ac27-51b17d7e096a,2026-02-25,36.0,1544.97,Wholesale,2026-02-25T16:59:27.391Z
a6e2c2be-b931-4a20-a333-33434e115e23,a4a28959-b574-441e-ac27-51b17d7e096a,2026-03-22,37.0,1544.97,Wholesale,2026-03-22T16:59:27.391Z
f64e0446-7912-414e-858d-d2f3a0f30b33,a4a28959-b574-441e-ac27-51b17d7e096a,2026-04-17,9.0,1817.61,Retail,2026-04-17T16:59:27.391Z
4ca3b8f6-aa96-4f21-b00f-70d253f126b5,a4a28959-b574-441e-ac27-51b17d7e096a,2026-04-20,2.0,1817.61,Retail,2026-04-20T16:59:27.391Z
050ec4b4-0430-4b25-8677-e2690aef30c2,a4a28959-b574-441e-ac27-51b17d7e096a,2026-05-03,5.0,1817.61,Retail,2026-05-03T16:59:27.391Z
f3f6363e-6a8a-4a5f-b6ae-0600ef12d643,a4a28959-b574-441e-ac27-51b17d7e096a,2026-05-12,39.0,1544.97,Wholesale,2026-05-12T16:59:27.391Z
20306d53-f1b4-4521-acfd-3060df12c72a,a4a28959-b574-441e-ac27-51b17d7e096a,2026-05-18,25.0,1544.97,Wholesale,2026-05-18T16:59:27.391Z
6af6b104-e4dc-4cdb-8b9c-4ac23c994d35,a4a28959-b574-441e-ac27-51b17d7e096a,2026-06-09,4.0,1817.61,Retail,2026-06-09T16:59:27.391Z
b0092273-46b1-4eeb-b373-74874281d16d,a4a28959-b574-441e-ac27-51b17d7e096a,2026-06-26,1.0,1817.61,Retail,2026-06-26T16:59:27.391Z
9bdd802d-2d73-4139-b8ca-86245b46bd8e,1f915cdc-e906-445b-b806-8f0567c0210b,2025-07-13,8.0,3277.92,Retail,2025-07-13T16:59:27.391Z
bbf4ebb7-2d73-40a2-a6c4-b1f2b61517da,1f915cdc-e906-445b-b806-8f0567c0210b,2025-08-02,2.0,3277.92,Retail,2025-08-02T16:59:27.391Z
a155e51d-e4b2-4c66-86fe-3220092e1789,1f915cdc-e906-445b-b806-8f0567c0210b,2025-08-21,8.0,3277.92,Retail,2025-08-21T16:59:27.391Z
5444a36d-8bee-4047-bda3-9cbbb4abc3b8,1f915cdc-e906-445b-b806-8f0567c0210b,2025-10-21,26.0,2786.23,Wholesale,2025-10-21T16:59:27.391Z
1f4dc14a-611e-4e2c-a007-2445820128b1,1f915cdc-e906-445b-b806-8f0567c0210b,2025-10-23,10.0,3277.92,Retail,2025-10-23T16:59:27.391Z
20f04bd9-24ed-4f1d-8355-a8a40ac733b7,1f915cdc-e906-445b-b806-8f0567c0210b,2025-11-19,7.0,3277.92,Retail,2025-11-19T16:59:27.391Z
aa941c92-f2b5-44b8-93fe-713e8f52eeed,1f915cdc-e906-445b-b806-8f0567c0210b,2026-01-18,3.0,3277.92,Retail,2026-01-18T16:59:27.391Z
c3c6550c-eb49-436a-be27-f035f2b54c33,1f915cdc-e906-445b-b806-8f0567c0210b,2026-03-16,5.0,3277.92,Retail,2026-03-16T16:59:27.391Z
fd435825-a7eb-43de-a5a7-cad051c792dc,1f915cdc-e906-445b-b806-8f0567c0210b,2026-03-31,6.0,3277.92,Retail,2026-03-31T16:59:27.391Z
4dcf3d81-25cd-45e9-8afc-960587098d7b,1f915cdc-e906-445b-b806-8f0567c0210b,2026-04-06,16.0,2786.23,Wholesale,2026-04-06T16:59:27.391Z
69c5945e-31d3-4f72-8587-de7b478e6636,1f915cdc-e906-445b-b806-8f0567c0210b,2026-04-20,10.0,3277.92,Retail,2026-04-20T16:59:27.391Z
326cd64f-79bf-4cb8-b237-0003f80a68f1,1f915cdc-e906-445b-b806-8f0567c0210b,2026-04-26,3.0,3277.92,Retail,2026-04-26T16:59:27.391Z
ef184c47-9009-4b94-a57e-ceee98be4f31,1f915cdc-e906-445b-b806-8f0567c0210b,2026-05-04,4.0,3277.92,Retail,2026-05-04T16:59:27.391Z
294f0161-31a6-4551-8459-f7a97d304269,1f915cdc-e906-445b-b806-8f0567c0210b,2026-06-13,10.0,3277.92,Retail,2026-06-13T16:59:27.391Z
719a698e-8cf3-4573-984e-2153917aa613,1f915cdc-e906-445b-b806-8f0567c0210b,2026-06-27,5.0,3277.92,Retail,2026-06-27T16:59:27.391Z
fcd96791-36a0-45c4-9c78-6d051c70340c,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-08-01,40.875,56.11,Wholesale,2025-08-01T16:59:27.391Z
ed8c5fb3-b4fa-492f-bf30-b55b088fd4d9,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-09-09,3.0,66.01,Retail,2025-09-09T16:59:27.391Z
397a17b2-52d5-4c21-b070-6ebbda80f281,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-09-13,9.0,66.01,Retail,2025-09-13T16:59:27.391Z
1b9534a6-49c2-4522-a481-2f6887bde958,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-09-14,10.0,66.01,Retail,2025-09-14T16:59:27.391Z
9bbb97c7-a4b7-493b-b84a-a4a34395a17a,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-09-26,9.0,66.01,Retail,2025-09-26T16:59:27.391Z
e90f57db-4c38-4bb0-83c7-b2034589dee7,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-09-29,10.0,66.01,Retail,2025-09-29T16:59:27.391Z
2d2cc7ba-bc53-4be0-9a25-29957c5e736c,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-10-05,9.0,66.01,Retail,2025-10-05T16:59:27.391Z
62e0830e-2587-4909-811e-37e91ae7ad59,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-10-14,9.0,66.01,Retail,2025-10-14T16:59:27.391Z
a50d2b5f-d3ea-4515-8cb6-ee6d04654486,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-10-28,2.0,66.01,Retail,2025-10-28T16:59:27.391Z
8cfeff03-4643-4257-93e5-c0e71a5f62df,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-12-24,8.0,66.01,Retail,2025-12-24T16:59:27.391Z
f2f0d1d2-9080-471e-b819-f6ce7122cc9c,d6be8a01-c8ef-4da4-88bf-08c01f216934,2025-12-28,9.0,66.01,Retail,2025-12-28T16:59:27.391Z
c4250dd0-536b-4af5-9c34-a8935f754e78,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-01-18,4.0,66.01,Retail,2026-01-18T16:59:27.391Z
1d6cf4c4-0bdd-4c9c-aafc-d141282ba4c1,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-02-15,2.0,66.01,Retail,2026-02-15T16:59:27.391Z
22c62147-7334-4c58-8a18-34c9817ce411,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-02-16,9.0,66.01,Retail,2026-02-16T16:59:27.391Z
70fa0303-6d5b-45f2-a585-b9adf09bdf9d,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-03-09,1.0,66.01,Retail,2026-03-09T16:59:27.391Z
0227aa85-8532-4ebe-a29d-39435aa19d61,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-04-02,26.0,56.11,Wholesale,2026-04-02T16:59:27.391Z
9e399455-e6f7-4161-aace-f64c8bf4fff2,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-04-18,39.0,56.11,Wholesale,2026-04-18T16:59:27.391Z
2e57fa97-f2e8-4d98-9ad4-2e338685f824,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-04-24,26.0,56.11,Wholesale,2026-04-24T16:59:27.391Z
98bd8709-1d59-4360-90f6-a9448662d3ff,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-04-27,9.0,66.01,Retail,2026-04-27T16:59:27.391Z
6f8305c3-569a-43d0-a37b-cf26fbd94475,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-05-29,3.0,66.01,Retail,2026-05-29T16:59:27.391Z
a3cda211-ce0d-4ba3-a6a9-e12325709139,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-06-05,8.0,66.01,Retail,2026-06-05T16:59:27.391Z
5bc91b45-f636-468d-ae83-62c16f431f5f,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-06-06,10.0,66.01,Retail,2026-06-06T16:59:27.391Z
d5bb5ecc-ced2-455b-900e-3c1e6d9f1ee4,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-06-12,32.0,56.11,Wholesale,2026-06-12T16:59:27.391Z
83618c84-5bad-43ef-a242-8031e6f76ceb,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-06-19,3.0,66.01,Retail,2026-06-19T16:59:27.391Z
da34818f-4efa-4891-b973-f6e48c28531c,d6be8a01-c8ef-4da4-88bf-08c01f216934,2026-06-23,2.0,66.01,Retail,2026-06-23T16:59:27.391Z
cbe9e326-af92-4389-91c6-e3fa067cd1b9,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2025-08-19,9.0,1004.16,Retail,2025-08-19T16:59:27.391Z
37aec611-73e0-4794-9141-5fa73dde3198,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2025-09-05,8.0,1004.16,Retail,2025-09-05T16:59:27.391Z
18224607-1f41-46ac-8ff7-fbcbc6bc8bfd,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2025-09-18,2.0,1004.16,Retail,2025-09-18T16:59:27.391Z
cd145596-fb03-4556-9058-d9f95cd7777b,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2025-09-29,6.0,1004.16,Retail,2025-09-29T16:59:27.391Z
4fa00855-bdef-48cb-8892-98f2a12d3e27,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2025-12-27,18.0,853.54,Wholesale,2025-12-27T16:59:27.391Z
869cdedb-f0cd-4a48-a724-a5da65d79e65,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2025-12-28,26.0,853.54,Wholesale,2025-12-28T16:59:27.391Z
45121647-e973-4759-b3fb-c5c8b78c01ba,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2026-01-07,1.0,1004.16,Retail,2026-01-07T16:59:27.391Z
05d4b9a6-c562-4515-a461-77f1fb51c2da,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2026-04-06,4.0,1004.16,Retail,2026-04-06T16:59:27.391Z
d9881e5a-dee8-4f43-9b50-061a8e1b4abb,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2026-05-08,31.0,853.54,Wholesale,2026-05-08T16:59:27.391Z
ed50b52d-1a7f-40a1-aa01-e04e660ce62e,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2026-05-14,40.875,853.54,Wholesale,2026-05-14T16:59:27.391Z
96aec046-29b6-4fbf-83f9-c2bfcb33af34,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2026-05-30,2.0,1004.16,Retail,2026-05-30T16:59:27.391Z
59dde4f1-1cc8-4179-951c-09e3d106b203,4f29e567-a553-4429-8ac7-ab7c8562d7ff,2026-06-09,18.0,853.54,Wholesale,2026-06-09T16:59:27.391Z
2e7d1cdd-f2a6-45f7-bf27-b4935e916cdf,26bbfaea-7e94-40d0-bc6e-da3ac6b69e84,2025-07-17,40.875,417.74,Wholesale,2025-07-17T16:59:27.391Z
