sale_id,product_id,sale_date,quantity,unit_price,customer_type,created_at,unit_cost,revenue,profit,profit_margin,week,month,quarter,year,day_of_week,weekend_indicator,season,rolling_sales_7d,rolling_sales_30d
97e305c3-6380-4fa8-a4ed-27103489577c,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2025-12-20 00:00:00,33.0,907.56,Wholesale,2025-12-20 16:59:27,799.74,29949.48,3558.0599999999977,0.11880206267354217,51,12,4,2025,5,1,Winter,33.0,49.0
058d5d76-15a9-45fc-9b6f-cbd3e34c690b,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-01-26 00:00:00,3.0,1067.72,Retail,2026-01-26 16:59:27,799.74,3203.16,803.9399999999996,0.25098340388865986,5,1,1,2026,0,0,Winter,3.0,3.0
aa211742-00b7-4f97-9ae9-050524c11617,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-02-03 00:00:00,9.0,1067.72,Retail,2026-02-03 16:59:27,799.74,9609.48,2411.8199999999997,0.2509834038886599,6,2,1,2026,1,0,Winter,9.0,12.0
06061f6d-9ebb-4baf-a11d-eae925c45291,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-02-21 00:00:00,30.0,907.56,Wholesale,2026-02-21 16:59:27,799.74,27226.8,3234.5999999999985,0.1188020626735422,8,2,1,2026,5,1,Winter,30.0,42.0
0553c4e0-2252-4368-a46f-cc8ae582dabe,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-03-13 00:00:00,2.0,1067.72,Retail,2026-03-13 16:59:27,799.74,2135.44,535.96,0.25098340388866,11,3,1,2026,4,0,Spring,2.0,32.0
1b838833-3af8-4f0e-9297-055c50599199,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-03-16 00:00:00,10.0,1067.72,Retail,2026-03-16 16:59:27,799.74,10677.2,2679.800000000001,0.25098340388866003,12,3,1,2026,0,0,Spring,12.0,42.0
d6f35e56-18ad-4a01-8df4-ec664cb7b2dc,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-03-23 00:00:00,4.0,1067.72,Retail,2026-03-23 16:59:27,799.74,4270.88,1071.92,0.25098340388866,13,3,1,2026,0,0,Spring,4.0,16.0
305c76b7-f50f-4b5c-a891-c2569728bce5,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-04-02 00:00:00,10.0,1067.72,Retail,2026-04-02 16:59:27,799.74,10677.2,2679.800000000001,0.25098340388866003,14,4,2,2026,3,0,Spring,10.0,26.0
ebc40389-978b-44a4-b850-a591adbe520c,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-05-01 00:00:00,17.0,907.56,Wholesale,2026-05-01 16:59:27,799.74,15428.519999999999,1832.9399999999987,0.11880206267354217,18,5,2,2026,4,0,Spring,17.0,27.0
21aed71b-59ae-46cf-a48e-ca74beb677f7,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-06-03 00:00:00,3.0,1067.72,Retail,2026-06-03 16:59:27,799.74,3203.16,803.9399999999996,0.25098340388865986,23,6,2,2026,2,0,Summer,3.0,3.0
ae02fee6-6608-4e25-b68f-14539754369c,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-06-17 00:00:00,4.0,1067.72,Retail,2026-06-17 16:59:27,799.74,4270.88,1071.92,0.25098340388866,25,6,2,2026,2,0,Summer,4.0,7.0
30ca36f3-0ec8-498c-9db9-781eba566a37,51a59c0e-75f2-4354-ad3a-963492b6e1d2,2026-06-26 00:00:00,6.0,1067.72,Retail,2026-06-26 16:59:27,799.74,6406.32,1607.8799999999992,0.25098340388865986,26,6,2,2026,4,0,Summer,6.0,13.0
f78bf624-f6cb-4b8c-8582-d1de913e9a21,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-08 00:00:00,40.875,119.98,Wholesale,2025-08-08 16:59:27,115.04,4904.1825,201.92249999999967,0.041173528921486846,32,8,3,2025,4,0,Summer,40.875,40.875
4b8ce124-b69b-4d7d-89ce-912913a3bf22,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-14 00:00:00,27.0,119.98,Wholesale,2025-08-14 16:59:27,115.04,3239.46,133.37999999999965,0.041173528921486804,33,8,3,2025,3,0,Summer,67.875,67.875
7eb228b6-0610-4adb-bf85-18cbd6a1aa2b,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-20 00:00:00,28.0,119.98,Wholesale,2025-08-20 16:59:27,115.04,3359.44,138.3199999999997,0.041173528921486825,34,8,3,2025,2,0,Summer,55.0,95.875
63da6632-2976-44d1-82ee-851b42380528,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-08-28 00:00:00,1.0,141.15,Retail,2025-08-28 16:59:27,115.04,141.15,26.11,0.18498051718030462,35,8,3,2025,3,0,Summer,1.0,96.875
ae4ab61c-ede9-4e77-bc51-24cadb637ff3,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-09-24 00:00:00,40.875,119.98,Wholesale,2025-09-24 16:59:27,115.04,4904.1825,201.92249999999967,0.041173528921486846,39,9,3,2025,2,0,Autumn,40.875,41.875
e78b54f8-ccc4-48bc-bcf3-040892d49d2d,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-10-26 00:00:00,1.0,141.15,Retail,2025-10-26 16:59:27,115.04,141.15,26.11,0.18498051718030462,43,10,4,2025,6,1,Autumn,1.0,1.0
8922e805-5587-44c9-8453-b85b348b54e2,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-11-14 00:00:00,8.0,141.15,Retail,2025-11-14 16:59:27,115.04,1129.2,208.88,0.18498051718030462,46,11,4,2025,4,0,Autumn,8.0,9.0
0f5d59e1-afe1-477e-8ba0-392978a6e728,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2025-12-01 00:00:00,9.0,141.15,Retail,2025-12-01 16:59:27,115.04,1270.3500000000001,234.99,0.18498051718030462,49,12,4,2025,0,0,Winter,9.0,17.0
a1b86845-c66c-4da7-9d5f-bf8a9954b7cc,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-01-20 00:00:00,9.0,141.15,Retail,2026-01-20 16:59:27,115.04,1270.3500000000001,234.99,0.18498051718030462,4,1,1,2026,1,0,Winter,9.0,9.0
cc925775-4589-4988-96da-5f3086bb7355,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-01-31 00:00:00,7.0,141.15,Retail,2026-01-31 16:59:27,115.04,988.0500000000001,182.76999999999998,0.18498051718030462,5,1,1,2026,5,1,Winter,7.0,16.0
a828fb1d-40b8-49f3-96ef-5d64102bf35f,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-02-23 00:00:00,2.0,141.15,Retail,2026-02-23 16:59:27,115.04,282.3,52.22,0.18498051718030462,9,2,1,2026,0,0,Winter,2.0,9.0
56b5be45-bb84-4e22-b1a0-5f74b8809cf4,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-02-26 00:00:00,10.0,141.15,Retail,2026-02-26 16:59:27,115.04,1411.5,261.0999999999999,0.1849805171803046,9,2,1,2026,3,0,Winter,12.0,19.0
b50a9b2f-b795-480c-9af9-01161e11ce77,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-04-03 00:00:00,8.0,141.15,Retail,2026-04-03 16:59:27,115.04,1129.2,208.88,0.18498051718030462,14,4,2,2026,4,0,Spring,8.0,8.0
f3c3dc06-2109-412a-acdc-464cd73c13ff,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-04-05 00:00:00,40.875,119.98,Wholesale,2026-04-05 16:59:27,115.04,4904.1825,201.92249999999967,0.041173528921486846,14,4,2,2026,6,1,Spring,48.875,48.875
9e6bbec7-2b49-4d1f-9676-335b3c0143db,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-04-17 00:00:00,1.0,141.15,Retail,2026-04-17 16:59:27,115.04,141.15,26.11,0.18498051718030462,16,4,2,2026,4,0,Spring,1.0,49.875
7be733a3-7f3e-4a0f-9070-119239573067,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-05-04 00:00:00,33.0,119.98,Wholesale,2026-05-04 16:59:27,115.04,3959.34,163.01999999999998,0.04117352892148691,19,5,2,2026,0,0,Spring,33.0,74.875
c49fd0bb-8601-45c1-b71c-92e322969c5f,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-05-23 00:00:00,9.0,141.15,Retail,2026-05-23 16:59:27,115.04,1270.3500000000001,234.99,0.18498051718030462,21,5,2,2026,5,1,Spring,9.0,42.0
26adafad-9f86-4412-a23b-09bfa6443cd5,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-08 00:00:00,40.875,119.98,Wholesale,2026-06-08 16:59:27,115.04,4904.1825,201.92249999999967,0.041173528921486846,24,6,2,2026,0,0,Summer,40.875,49.875
506ef450-91ae-426a-95ab-28141e34d587,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-21 00:00:00,8.0,141.15,Retail,2026-06-21 16:59:27,115.04,1129.2,208.88,0.18498051718030462,25,6,2,2026,6,1,Summer,8.0,57.875
72b6bac2-d9b6-40cd-a042-12e4e62727ed,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-22 00:00:00,10.0,141.15,Retail,2026-06-22 16:59:27,115.04,1411.5,261.0999999999999,0.1849805171803046,26,6,2,2026,0,0,Summer,18.0,58.875
fa688c9d-b977-4496-94c9-1c65168e8a98,01c6acc9-1400-42f4-829c-91f1cfbd8b49,2026-06-28 00:00:00,7.0,141.15,Retail,2026-06-28 16:59:27,115.04,988.0500000000001,182.76999999999998,0.18498051718030462,26,6,2,2026,6,1,Summer,17.0,65.875
4ddb2c6c-952c-4bf8-a424-f9a085b85bfd,a4a28959-b574-441e-ac27-51b17d7e096a,2025-07-15 00:00:00,9.0,1817.61,Retail,2025-07-15 16:59:27,1301.38,16358.49,4646.069999999998,0.28401582297632594,29,7,3,2025,1,0,Summer,9.0,9.0
5f2381eb-a591-4f77-ae18-e9f28a481cbc,a4a28959-b574-441e-ac27-51b17d7e096a,2025-07-23 00:00:00,3.0,1817.61,Retail,2025-07-23 16:59:27,1301.38,5452.83,1548.6899999999996,0.284015822976326,30,7,3,2025,2,0,Summer,3.0,12.0
2972f435-4613-427e-8fb0-e37819f61472,a4a28959-b574-441e-ac27-51b17d7e096a,2025-08-09 00:00:00,40.875,1544.97,Wholesale,2025-08-09 16:59:27,1301.38,63150.64875,9956.74125,0.1576664919059917,32,8,3,2025,5,1,Summer,40.875,52.875
a9039b5a-8264-4dd7-b30f-c1506afc75d1,a4a28959-b574-441e-ac27-51b17d7e096a,2025-08-16 00:00:00,7.0,1817.61,Retail,2025-08-16 16:59:27,1301.38,12723.269999999999,3613.6099999999988,0.284015822976326,33,8,3,2025,5,1,Summer,7.0,50.875
0cd34da9-d4e9-4bfb-b254-ee546ef23520,a4a28959-b574-441e-ac27-51b17d7e096a,2025-10-04 00:00:00,5.0,1817.61,Retail,2025-10-04 16:59:27,1301.38,9088.05,2581.1499999999987,0.28401582297632594,40,10,4,2025,5,1,Autumn,5.0,5.0
a86142ef-6ed8-4ea9-a562-cd46ff3f1fa6,a4a28959-b574-441e-ac27-51b17d7e096a,2025-10-22 00:00:00,6.0,1817.61,Retail,2025-10-22 16:59:27,1301.38,10905.66,3097.379999999999,0.284015822976326,43,10,4,2025,2,0,Autumn,6.0,11.0
4a0815ac-9adf-4588-8e24-46423e11ecc5,a4a28959-b574-441e-ac27-51b17d7e096a,2025-11-11 00:00:00,6.0,1817.61,Retail,2025-11-11 16:59:27,1301.38,10905.66,3097.379999999999,0.284015822976326,46,11,4,2025,1,0,Autumn,6.0,12.0
7627fc74-cfc2-4464-8d98-602afbf5a66f,a4a28959-b574-441e-ac27-51b17d7e096a,2025-11-24 00:00:00,2.0,1817.61,Retail,2025-11-24 16:59:27,1301.38,3635.22,1032.4599999999996,0.28401582297632594,48,11,4,2025,0,0,Autumn,2.0,8.0
4eaa7d5d-4709-48c2-8be7-b67cc107e688,a4a28959-b574-441e-ac27-51b17d7e096a,2025-11-30 00:00:00,6.0,1817.61,Retail,2025-11-30 16:59:27,1301.38,10905.66,3097.379999999999,0.284015822976326,48,11,4,2025,6,1,Autumn,8.0,14.0
2cf2c033-9b7e-46a2-8c30-84f863a5bf77,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-03 00:00:00,19.0,1544.97,Wholesale,2025-12-03 16:59:27,1301.38,29354.43,4628.209999999999,0.15766649190599166,49,12,4,2025,2,0,Winter,25.0,33.0
c611612e-ec46-4d0b-9236-1dbc08bc1632,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-06 00:00:00,3.0,1817.61,Retail,2025-12-06 16:59:27,1301.38,5452.83,1548.6899999999996,0.284015822976326,49,12,4,2025,5,1,Winter,28.0,36.0
d6beaaaf-06a5-40d4-9c62-129c7dfe105e,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-09 00:00:00,40.0,1544.97,Wholesale,2025-12-09 16:59:27,1301.38,61798.8,9743.599999999999,0.15766649190599166,50,12,4,2025,1,0,Winter,62.0,76.0
95e6da60-f99c-451c-a3e7-edf0dd5dca9e,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-15 00:00:00,26.0,1544.97,Wholesale,2025-12-15 16:59:27,1301.38,40169.22,6333.3399999999965,0.1576664919059916,51,12,4,2025,0,0,Winter,66.0,96.0
b45cdd95-6980-40d4-89d1-64d86d3d90fb,a4a28959-b574-441e-ac27-51b17d7e096a,2025-12-21 00:00:00,4.0,1817.61,Retail,2025-12-21 16:59:27,1301.38,7270.44,2064.919999999999,0.28401582297632594,51,12,4,2025,6,1,Winter,30.0,100.0
b8bf7305-b162-44fc-8959-64a27254aaa3,a4a28959-b574-441e-ac27-51b17d7e096a,2026-01-08 00:00:00,10.0,1817.61,Retail,2026-01-08 16:59:27,1301.38,18176.1,5162.299999999997,0.28401582297632594,2,1,1,2026,3,0,Winter,10.0,40.0
15a98362-d353-4d3c-b1cf-2317f982615b,a4a28959-b574-441e-ac27-51b17d7e096a,2026-02-19 00:00:00,3.0,1817.61,Retail,2026-02-19 16:59:27,1301.38,5452.83,1548.6899999999996,0.284015822976326,8,2,1,2026,3,0,Winter,3.0,3.0
efe3dabd-2848-48b7-9e9c-84100f8065ab,a4a28959-b574-441e-ac27-51b17d7e096a,2026-02-25 00:00:00,36.0,1544.97,Wholesale,2026-02-25 16:59:27,1301.38,55618.92,8769.23999999999,0.15766649190599155,9,2,1,2026,2,0,Winter,39.0,39.0
a6e2c2be-b931-4a20-a333-33434e115e23,a4a28959-b574-441e-ac27-51b17d7e096a,2026-03-22 00:00:00,37.0,1544.97,Wholesale,2026-03-22 16:59:27,1301.38,57163.89,9012.829999999994,0.1576664919059916,12,3,1,2026,6,1,Spring,37.0,73.0
f64e0446-7912-414e-858d-d2f3a0f30b33,a4a28959-b574-441e-ac27-51b17d7e096a,2026-04-17 00:00:00,9.0,1817.61,Retail,2026-04-17 16:59:27,1301.38,16358.49,4646.069999999998,0.28401582297632594,16,4,2,2026,4,0,Spring,9.0,46.0
4ca3b8f6-aa96-4f21-b00f-70d253f126b5,a4a28959-b574-441e-ac27-51b17d7e096a,2026-04-20 00:00:00,2.0,1817.61,Retail,2026-04-20 16:59:27,1301.38,3635.22,1032.4599999999996,0.28401582297632594,17,4,2,2026,0,0,Spring,11.0,48.0
